CodMun,UF,Cod UF,Mun,Pop estimada 2021,Faixa_pop,Regiao,Mpeg02,Mpeg03,Mpeg04,Mpeg05,Mpeg051,Mpeg06
1100015,RO,11,Alta Floresta DOeste,22516,4 - 20001 até 50000,1 - Norte,Não,Masculino,40,Branca,Sim,Especialização
1100023,RO,11,Ariquemes,111148,6 - 100001 até 500000,1 - Norte,Não,Feminino,33,Branca,Sim,Ensino superior completo
1100031,RO,11,Cabixi,5067,2 - 5001 até 10000,1 - Norte,Sim,Masculino,50,Parda,Não,Ensino superior completo
1100049,RO,11,Cacoal,86416,5 - 50001 até 100000,1 - Norte,Não,Masculino,35,Parda,Sim,Ensino superior completo
1100056,RO,11,Cerejeiras,16088,3 - 10001 até 20000,1 - Norte,Sim,Feminino,57,Branca,Não,Ensino superior completo
1100064,RO,11,Colorado do Oeste,15213,3 - 10001 até 20000,1 - Norte,Sim,Masculino,56,Parda,Não,Ensino superior completo
1100072,RO,11,Corumbiara,7052,2 - 5001 até 10000,1 - Norte,Sim,Masculino,36,Branca,Não,Ensino superior completo
1100080,RO,11,Costa Marques,19255,3 - 10001 até 20000,1 - Norte,Sim,Masculino,41,Parda,Não,Ensino médio (2º Grau) completo
1100098,RO,11,Espigão DOeste,33009,4 - 20001 até 50000,1 - Norte,Não,Masculino,55,Parda,Não,Especialização
1100106,RO,11,Guajará-Mirim,46930,4 - 20001 até 50000,1 - Norte,Não,Feminino,28,Branca,Não,Ensino superior completo
1100114,RO,11,Jaru,51469,5 - 50001 até 100000,1 - Norte,Sim,Masculino,29,Branca,Não,Ensino superior incompleto
1100122,RO,11,Ji-Paraná,131026,6 - 100001 até 500000,1 - Norte,Não,Masculino,52,Parda,Não,Ensino superior incompleto
1100130,RO,11,Machadinho DOeste,41724,4 - 20001 até 50000,1 - Norte,Não,Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo
1100148,RO,11,Nova Brasilândia DOeste,20504,4 - 20001 até 50000,1 - Norte,Sim,Masculino,46,Branca,Sim,Ensino médio (2º Grau) completo
1100155,RO,11,Ouro Preto do Oeste,35445,4 - 20001 até 50000,1 - Norte,Não,Masculino,56,Branca,Não,Ensino médio (2º Grau) completo
1100189,RO,11,Pimenta Bueno,37098,4 - 20001 até 50000,1 - Norte,Sim,Masculino,51,Branca,Não,Ensino superior completo
1100205,RO,11,Porto Velho,548952,7 - Maior que 500000,1 - Norte,Sim,Masculino,53,Parda,Não,Ensino superior completo
1100254,RO,11,Presidente Médici,18165,3 - 10001 até 20000,1 - Norte,Sim,Masculino,45,Parda,Não,Ensino superior completo
1100262,RO,11,Rio Crespo,3843,1 - Até 5000,1 - Norte,Sim,Masculino,54,Parda,Não,Ensino médio (2º Grau) completo
1100288,RO,11,Rolim de Moura,55748,5 - 50001 até 100000,1 - Norte,Não,Masculino,55,Branca,Não,Ensino superior incompleto
1100296,RO,11,Santa Luzia DOeste,5942,2 - 5001 até 10000,1 - Norte,Não,Masculino,51,Parda,Não,Ensino médio (2º Grau) completo
1100304,RO,11,Vilhena,104517,6 - 100001 até 500000,1 - Norte,Sim,Masculino,52,Branca,Não,Ensino médio (2º Grau) completo
1100320,RO,11,São Miguel do Guaporé,23147,4 - 20001 até 50000,1 - Norte,Sim,Masculino,56,Branca,Não,Ensino médio (2º Grau) completo
1100338,RO,11,Nova Mamoré,32184,4 - 20001 até 50000,1 - Norte,Não,Masculino,44,Parda,Não,Doutorado
1100346,RO,11,Alvorada DOeste,13807,3 - 10001 até 20000,1 - Norte,Não,Masculino,48,Branca,Não,Ensino superior completo
1100379,RO,11,Alto Alegre dos Parecis,13268,3 - 10001 até 20000,1 - Norte,Não,Masculino,47,Parda,Não,Ensino médio (2º Grau) completo
1100403,RO,11,Alto Paraíso,22258,4 - 20001 até 50000,1 - Norte,Não,Masculino,58,Branca,Sim,Ensino médio (2º Grau) completo
1100452,RO,11,Buritis,41043,4 - 20001 até 50000,1 - Norte,Sim,Masculino,47,Branca,Não,Ensino médio (2º Grau) incompleto
1100502,RO,11,Novo Horizonte do Oeste,8125,2 - 5001 até 10000,1 - Norte,Sim,Masculino,45,Branca,Não,Especialização
1100601,RO,11,Cacaulândia,6307,2 - 5001 até 10000,1 - Norte,Não,Masculino,57,Branca,Não,Ensino médio (2º Grau) incompleto
1100700,RO,11,Campo Novo de Rondônia,14391,3 - 10001 até 20000,1 - Norte,Não,Masculino,45,Branca,Sim,Ensino médio (2º Grau) completo
1100809,RO,11,Candeias do Jamari,28068,4 - 20001 até 50000,1 - Norte,Não,Masculino,34,Parda,Não,Ensino médio (2º Grau) completo
1100908,RO,11,Castanheiras,2923,1 - Até 5000,1 - Norte,Não,Masculino,52,Branca,Sim,Especialização
1100924,RO,11,Chupinguaia,11755,3 - 10001 até 20000,1 - Norte,Sim,Feminino,43,Branca,Não,Ensino superior completo
1100940,RO,11,Cujubim,27131,4 - 20001 até 50000,1 - Norte,Sim,Masculino,48,Branca,Não,Ensino superior completo
1101005,RO,11,Governador Jorge Teixeira,7130,2 - 5001 até 10000,1 - Norte,Não,Masculino,46,Parda,Não,Ensino superior completo
1101104,RO,11,Itapuã do Oeste,10819,3 - 10001 até 20000,1 - Norte,Sim,Masculino,49,Parda,Não,Ensino fundamental (1º Grau) incompleto
1101203,RO,11,Ministro Andreazza,9461,2 - 5001 até 10000,1 - Norte,Não,Masculino,53,Parda,Sim,Ensino médio (2º Grau) completo
1101302,RO,11,Mirante da Serra,10691,3 - 10001 até 20000,1 - Norte,Não,Masculino,42,Parda,Não,Ensino superior incompleto
1101401,RO,11,Monte Negro,16158,3 - 10001 até 20000,1 - Norte,Não,Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo
1101435,RO,11,Nova União,6822,2 - 5001 até 10000,1 - Norte,Não,Masculino,65,Parda,Não,Ensino fundamental ( 1º Grau) completo
1101450,RO,11,Parecis,6319,2 - 5001 até 10000,1 - Norte,Não,Masculino,49,Parda,Não,Ensino superior incompleto
1101468,RO,11,Pimenteiras do Oeste,2127,1 - Até 5000,1 - Norte,Sim,Feminino,52,Branca,Não,Ensino superior completo
1101476,RO,11,Primavera de Rondônia,2697,1 - Até 5000,1 - Norte,Sim,Masculino,40,Parda,Não,Ensino superior completo
1101484,RO,11,São Felipe DOeste,4962,1 - Até 5000,1 - Norte,Não,Masculino,45,Parda,Não,Ensino superior completo
1101492,RO,11,São Francisco do Guaporé,21088,4 - 20001 até 50000,1 - Norte,Não,Masculino,66,Branca,Não,Ensino fundamental (1º Grau) incompleto
1101500,RO,11,Seringueiras,11846,3 - 10001 até 20000,1 - Norte,Não,Masculino,46,Parda,Não,Ensino superior completo
1101559,RO,11,Teixeirópolis,4160,1 - Até 5000,1 - Norte,Sim,Masculino,73,Branca,Não,Ensino fundamental (1º Grau) incompleto
1101609,RO,11,Theobroma,10348,3 - 10001 até 20000,1 - Norte,Não,Masculino,37,Preta,Sim,Especialização
1101708,RO,11,Urupá,11081,3 - 10001 até 20000,1 - Norte,Sim,Masculino,49,Branca,Não,Ensino fundamental ( 1º Grau) completo
1101757,RO,11,Vale do Anari,11545,3 - 10001 até 20000,1 - Norte,Sim,Masculino,58,Branca,Não,Ensino fundamental (1º Grau) incompleto
1101807,RO,11,Vale do Paraíso,6490,2 - 5001 até 10000,1 - Norte,Não,Feminino,41,Branca,Não,Ensino superior completo
1200013,AC,12,Acrelândia,15721,3 - 10001 até 20000,1 - Norte,Não,Masculino,52,Branca,Não,Ensino médio (2º Grau) completo
1200054,AC,12,Assis Brasil,7649,2 - 5001 até 10000,1 - Norte,Não,Masculino,38,Branca,Não,Especialização
1200104,AC,12,Brasiléia,27123,4 - 20001 até 50000,1 - Norte,Sim,Feminino,39,Parda,Sim,Ensino superior completo
1200138,AC,12,Bujari,10572,3 - 10001 até 20000,1 - Norte,Não,Masculino,65,Parda,Não,Ensino fundamental (1º Grau) incompleto
1200179,AC,12,Capixaba,12280,3 - 10001 até 20000,1 - Norte,Não,Masculino,49,Branca,Não,Ensino fundamental ( 1º Grau) completo
1200203,AC,12,Cruzeiro do Sul,89760,5 - 50001 até 100000,1 - Norte,Não,Masculino,53,Parda,Não,Especialização
1200252,AC,12,Epitaciolândia,18979,3 - 10001 até 20000,1 - Norte,Não,Masculino,45,Branca,Não,Ensino superior completo
1200302,AC,12,Feijó,34986,4 - 20001 até 50000,1 - Norte,Sim,Masculino,53,Branca,Não,Ensino superior completo
1200328,AC,12,Jordão,8628,2 - 5001 até 10000,1 - Norte,Não,Masculino,37,Parda,Não,Ensino médio (2º Grau) completo
1200336,AC,12,Mâncio Lima,19643,3 - 10001 até 20000,1 - Norte,Sim,Masculino,57,Parda,Não,Ensino médio (2º Grau) completo
1200344,AC,12,Manoel Urbano,9701,2 - 5001 até 10000,1 - Norte,Sim,Masculino,53,Parda,Sim,Ensino médio (2º Grau) incompleto
1200351,AC,12,Marechal Thaumaturgo,19727,3 - 10001 até 20000,1 - Norte,Sim,Masculino,49,Indígena,Não,Especialização
1200385,AC,12,Plácido de Castro,20147,4 - 20001 até 50000,1 - Norte,Não,Masculino,55,Parda,Não,Ensino superior completo
1200393,AC,12,Porto Walter,12497,3 - 10001 até 20000,1 - Norte,Não,Masculino,42,Parda,Não,Ensino médio (2º Grau) completo
1200401,AC,12,Rio Branco,419452,6 - 100001 até 500000,1 - Norte,Não,Masculino,68,Branca,Sim,Ensino superior completo
1200427,AC,12,Rodrigues Alves,19767,3 - 10001 até 20000,1 - Norte,Sim,Masculino,48,Preta,Não,Especialização
1200435,AC,12,Santa Rosa do Purus,6893,2 - 5001 até 10000,1 - Norte,Não,Masculino,49,Parda,Não,Ensino médio (2º Grau) completo
1200450,AC,12,Senador Guiomard,23446,4 - 20001 até 50000,1 - Norte,Não,Feminino,42,Parda,Não,Ensino superior incompleto
1200500,AC,12,Sena Madureira,47168,4 - 20001 até 50000,1 - Norte,Sim,Masculino,52,Parda,Não,Ensino médio (2º Grau) completo
1200609,AC,12,Tarauacá,43730,4 - 20001 até 50000,1 - Norte,Não,Feminino,39,Parda,Não,Ensino superior completo
1200708,AC,12,Xapuri,19866,3 - 10001 até 20000,1 - Norte,Sim,Masculino,57,Parda,Sim,Ensino superior completo
1200807,AC,12,Porto Acre,19141,3 - 10001 até 20000,1 - Norte,Sim,Masculino,59,Parda,Não,Ensino médio (2º Grau) completo
1300029,AM,13,Alvarães,16396,3 - 10001 até 20000,1 - Norte,Não,Masculino,40,Parda,Não,Ensino médio (2º Grau) completo
1300060,AM,13,Amaturá,11934,3 - 10001 até 20000,1 - Norte,Não,Masculino,51,Parda,Não,Ensino médio (2º Grau) completo
1300086,AM,13,Anamã,14292,3 - 10001 até 20000,1 - Norte,Sim,Masculino,56,Parda,Sim,Especialização
1300102,AM,13,Anori,21937,4 - 20001 até 50000,1 - Norte,Não,Masculino,44,Branca,Não,Ensino médio (2º Grau) completo
1300144,AM,13,Apuí,22739,4 - 20001 até 50000,1 - Norte,Não,Masculino,47,Branca,Sim,Ensino médio (2º Grau) completo
1300201,AM,13,Atalaia do Norte,20868,4 - 20001 até 50000,1 - Norte,Não,Masculino,46,Branca,Não,Ensino superior completo
1300300,AM,13,Autazes,41005,4 - 20001 até 50000,1 - Norte,Sim,Masculino,41,Branca,Não,Ensino superior completo
1300409,AM,13,Barcelos,27772,4 - 20001 até 50000,1 - Norte,Sim,Masculino,51,Branca,Não,Mestrado
1300508,AM,13,Barreirinha,32919,4 - 20001 até 50000,1 - Norte,Sim,Masculino,40,Branca,Não,Ensino superior completo
1300607,AM,13,Benjamin Constant,44873,4 - 20001 até 50000,1 - Norte,Sim,Masculino,52,Parda,Não,Ensino superior incompleto
1300631,AM,13,Beruri,20503,4 - 20001 até 50000,1 - Norte,Sim,Feminino,58,Branca,Não,Ensino fundamental (1º Grau) incompleto
1300680,AM,13,Boa Vista do Ramos,20040,4 - 20001 até 50000,1 - Norte,Sim,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
1300706,AM,13,Boca do Acre,34958,4 - 20001 até 50000,1 - Norte,Sim,Masculino,48,Parda,Não,Ensino superior completo
1300805,AM,13,Borba,42328,4 - 20001 até 50000,1 - Norte,Sim,Masculino,38,Parda,Não,Ensino médio (2º Grau) completo
1300839,AM,13,Caapiranga,13482,3 - 10001 até 20000,1 - Norte,Sim,Masculino,38,Parda,Não,Ensino médio (2º Grau) completo
1300904,AM,13,Canutama,15981,3 - 10001 até 20000,1 - Norte,Não,Masculino,52,Branca,Sim,Ensino médio (2º Grau) incompleto
1301001,AM,13,Carauari,28719,4 - 20001 até 50000,1 - Norte,Sim,Masculino,57,Parda,Não,Ensino médio (2º Grau) completo
1301100,AM,13,Careiro,38820,4 - 20001 até 50000,1 - Norte,Sim,Masculino,44,Parda,Não,Ensino médio (2º Grau) completo
1301159,AM,13,Careiro da Várzea,31459,4 - 20001 até 50000,1 - Norte,Não,Masculino,68,Parda,Não,Ensino médio (2º Grau) completo
1301209,AM,13,Coari,86713,5 - 50001 até 100000,1 - Norte,Não,Feminino,48,Parda,Não,Ensino superior completo
1301308,AM,13,Codajás,29691,4 - 20001 até 50000,1 - Norte,Não,Masculino,55,Branca,Não,Ensino fundamental ( 1º Grau) completo
1301407,AM,13,Eirunepé,36121,4 - 20001 até 50000,1 - Norte,Sim,Masculino,42,Parda,Não,Ensino superior completo
1301506,AM,13,Envira,20748,4 - 20001 até 50000,1 - Norte,Não,Masculino,26,Branca,Não,Ensino superior incompleto
1301605,AM,13,Fonte Boa,16409,3 - 10001 até 20000,1 - Norte,Sim,Masculino,63,Branca,Não,Ensino superior completo
1301654,AM,13,Guajará,17193,3 - 10001 até 20000,1 - Norte,Sim,Masculino,44,Parda,Não,Ensino fundamental ( 1º Grau) completo
1301704,AM,13,Humaitá,57195,5 - 50001 até 100000,1 - Norte,Não,Masculino,58,Parda,Não,Especialização
1301803,AM,13,Ipixuna,31172,4 - 20001 até 50000,1 - Norte,Sim,Feminino,52,Parda,Não,Ensino fundamental ( 1º Grau) completo
1301852,AM,13,Iranduba,49718,4 - 20001 até 50000,1 - Norte,Não,Masculino,59,Parda,Não,Ensino superior completo
1301902,AM,13,Itacoatiara,104046,6 - 100001 até 500000,1 - Norte,Não,Masculino,52,Branca,Não,Especialização
1301951,AM,13,Itamarati,7777,2 - 5001 até 10000,1 - Norte,Não,Masculino,52,Branca,Não,Ensino médio (2º Grau) completo
1302009,AM,13,Itapiranga,9312,2 - 5001 até 10000,1 - Norte,Sim,Feminino,44,Parda,Sim,Especialização
1302108,AM,13,Japurá,1755,1 - Até 5000,1 - Norte,Não,Masculino,45,Parda,Não,Especialização
1302207,AM,13,Juruá,15495,3 - 10001 até 20000,1 - Norte,Não,Masculino,36,Parda,Não,Ensino superior completo
1302306,AM,13,Jutaí,13462,3 - 10001 até 20000,1 - Norte,Sim,Masculino,41,Parda,Não,Ensino médio (2º Grau) completo
1302405,AM,13,Lábrea,47685,4 - 20001 até 50000,1 - Norte,Sim,Masculino,44,Branca,Não,Ensino médio (2º Grau) completo
1302504,AM,13,Manacapuru,99613,5 - 50001 até 100000,1 - Norte,Sim,Masculino,47,Parda,Não,Ensino superior incompleto
1302553,AM,13,Manaquiri,33981,4 - 20001 até 50000,1 - Norte,Sim,Masculino,56,Branca,Não,Ensino médio (2º Grau) incompleto
1302603,AM,13,Manaus,2255903,7 - Maior que 500000,1 - Norte,Não,Masculino,53,Parda,Não,Ensino superior completo
1302702,AM,13,Manicoré,57405,5 - 50001 até 100000,1 - Norte,Não,Masculino,57,Parda,Não,Ensino superior completo
1302801,AM,13,Maraã,18298,3 - 10001 até 20000,1 - Norte,Não,Masculino,52,Parda,Sim,Ensino médio (2º Grau) incompleto
1302900,AM,13,Maués,66159,5 - 50001 até 100000,1 - Norte,Sim,Masculino,40,Parda,Sim,Ensino superior incompleto
1303007,AM,13,Nhamundá,21710,4 - 20001 até 50000,1 - Norte,Não,Feminino,42,Parda,Não,Ensino superior completo
1303106,AM,13,Nova Olinda do Norte,38665,4 - 20001 até 50000,1 - Norte,Sim,Masculino,45,Parda,Não,Ensino superior completo
1303205,AM,13,Novo Airão,20395,4 - 20001 até 50000,1 - Norte,Sim,Masculino,54,Parda,Não,Ensino fundamental (1º Grau) incompleto
1303304,AM,13,Novo Aripuanã,26443,4 - 20001 até 50000,1 - Norte,Sim,Masculino,56,Parda,Não,Ensino superior completo
1303403,AM,13,Parintins,116439,6 - 100001 até 500000,1 - Norte,Sim,Masculino,55,Parda,Não,Ensino superior incompleto
1303502,AM,13,Pauini,19616,3 - 10001 até 20000,1 - Norte,Não,Masculino,53,Branca,Não,Ensino médio (2º Grau) incompleto
1303536,AM,13,Presidente Figueiredo,38095,4 - 20001 até 50000,1 - Norte,Não,Feminino,36,Parda,Não,Especialização
1303569,AM,13,Rio Preto da Eva,34856,4 - 20001 até 50000,1 - Norte,Sim,Masculino,58,Parda,Não,Ensino superior completo
1303601,AM,13,Santa Isabel do Rio Negro,26566,4 - 20001 até 50000,1 - Norte,Não,Masculino,65,Parda,Não,Ensino médio (2º Grau) completo
1303700,AM,13,Santo Antônio do Içá,20889,4 - 20001 até 50000,1 - Norte,Não,Masculino,63,Branca,Não,Ensino médio (2º Grau) completo
1303809,AM,13,São Gabriel da Cachoeira,47031,4 - 20001 até 50000,1 - Norte,Sim,Masculino,48,Indígena,Não,Ensino fundamental (1º Grau) incompleto
1303908,AM,13,São Paulo de Olivença,40837,4 - 20001 até 50000,1 - Norte,Não,Masculino,63,Parda,Sim,Ensino fundamental (1º Grau) incompleto
1303957,AM,13,São Sebastião do Uatumã,14678,3 - 10001 até 20000,1 - Norte,Não,Masculino,43,Parda,Sim,Ensino médio (2º Grau) incompleto
1304005,AM,13,Silves,9289,2 - 5001 até 10000,1 - Norte,Não,Masculino,52,Parda,Sim,Especialização
1304062,AM,13,Tabatinga,68502,5 - 50001 até 100000,1 - Norte,Sim,Masculino,66,Parda,Não,Ensino médio (2º Grau) completo
1304104,AM,13,Tapauá,16876,3 - 10001 até 20000,1 - Norte,Não,Masculino,37,Parda,Não,Ensino médio (2º Grau) completo
1304203,AM,13,Tefé,59250,5 - 50001 até 100000,1 - Norte,Não,Masculino,51,Parda,Sim,Ensino fundamental ( 1º Grau) completo
1304237,AM,13,Tonantins,19038,3 - 10001 até 20000,1 - Norte,Não,Masculino,54,Parda,Não,Ensino fundamental (1º Grau) incompleto
1304260,AM,13,Uarini,13839,3 - 10001 até 20000,1 - Norte,Sim,Masculino,50,Branca,Não,Ensino médio (2º Grau) completo
1304302,AM,13,Urucará,16007,3 - 10001 até 20000,1 - Norte,Sim,Masculino,43,Branca,Não,Ensino superior completo
1304401,AM,13,Urucurituba,24098,4 - 20001 até 50000,1 - Norte,Sim,Masculino,47,Parda,Sim,Ensino médio (2º Grau) completo
1400027,RR,14,Amajari,13561,3 - 10001 até 20000,1 - Norte,Não,Feminino,49,Parda,Sim,Ensino superior completo
1400050,RR,14,Alto Alegre,15249,3 - 10001 até 20000,1 - Norte,Sim,Masculino,27,Branca,Não,Ensino superior completo
1400100,RR,14,Boa Vista,436591,6 - 100001 até 500000,1 - Norte,Não,Masculino,40,Parda,Não,Ensino superior incompleto
1400159,RR,14,Bonfim,12701,3 - 10001 até 20000,1 - Norte,Sim,Masculino,44,Parda,Não,Ensino médio (2º Grau) incompleto
1400175,RR,14,Cantá,19257,3 - 10001 até 20000,1 - Norte,Não,Masculino,43,Parda,Não,Ensino superior incompleto
1400209,RR,14,Caracaraí,22635,4 - 20001 até 50000,1 - Norte,Não,Feminino,43,Parda,Não,Ensino superior completo
1400233,RR,14,Caroebe,10595,3 - 10001 até 20000,1 - Norte,Não,Masculino,44,Parda,Sim,Ensino superior completo
1400282,RR,14,Iracema,12637,3 - 10001 até 20000,1 - Norte,Sim,Masculino,45,Parda,Não,Ensino superior completo
1400308,RR,14,Mucajaí,18482,3 - 10001 até 20000,1 - Norte,Sim,Feminino,56,Branca,Não,Ensino superior completo
1400407,RR,14,Normandia,11772,3 - 10001 até 20000,1 - Norte,Não,Masculino,43,Parda,Não,Ensino superior completo
1400456,RR,14,Pacaraima,20108,4 - 20001 até 50000,1 - Norte,Sim,Masculino,40,Branca,Não,Ensino médio (2º Grau) completo
1400472,RR,14,Rorainópolis,31387,4 - 20001 até 50000,1 - Norte,Sim,Masculino,38,Branca,Não,Ensino superior completo
1400506,RR,14,São João da Baliza,8492,2 - 5001 até 10000,1 - Norte,Não,Feminino,45,Branca,Não,Especialização
1400605,RR,14,São Luiz,8232,2 - 5001 até 10000,1 - Norte,Sim,Masculino,41,Branca,Sim,Ensino superior completo
1400704,RR,14,Uiramutã,11014,3 - 10001 até 20000,1 - Norte,Não,Masculino,53,Indígena,Não,Ensino fundamental ( 1º Grau) completo
1500107,PA,15,Abaetetuba,160439,6 - 100001 até 500000,1 - Norte,Não,Feminino,52,Branca,Não,Mestrado
1500131,PA,15,Abel Figueiredo,7536,2 - 5001 até 10000,1 - Norte,Não,Masculino,40,Branca,Sim,Especialização
1500206,PA,15,Acará,55744,5 - 50001 até 100000,1 - Norte,Não,Masculino,46,Parda,Não,Ensino médio (2º Grau) completo
1500305,PA,15,Afuá,39910,4 - 20001 até 50000,1 - Norte,Sim,Masculino,55,Branca,Não,Especialização
1500347,PA,15,Água Azul do Norte,27797,4 - 20001 até 50000,1 - Norte,Não,Masculino,51,Parda,Não,Ensino médio (2º Grau) incompleto
1500404,PA,15,Alenquer,57390,5 - 50001 até 100000,1 - Norte,Não,Masculino,36,Parda,Não,Ensino médio (2º Grau) completo
1500503,PA,15,Almeirim,34044,4 - 20001 até 50000,1 - Norte,Não,Feminino,51,Parda,Não,Ensino médio (2º Grau) completo
1500602,PA,15,Altamira,117320,6 - 100001 até 500000,1 - Norte,Não,Masculino,53,Parda,Não,Especialização
1500701,PA,15,Anajás,30091,4 - 20001 até 50000,1 - Norte,Não,Masculino,62,Parda,Não,Ensino fundamental (1º Grau) incompleto
1500800,PA,15,Ananindeua,540410,7 - Maior que 500000,1 - Norte,Não,Masculino,35,Parda,Não,Ensino superior completo
1500859,PA,15,Anapu,29312,4 - 20001 até 50000,1 - Norte,Sim,Masculino,40,Parda,Não,Ensino superior completo
1500909,PA,15,Augusto Corrêa,46937,4 - 20001 até 50000,1 - Norte,Não,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
1500958,PA,15,Aurora do Pará,32200,4 - 20001 até 50000,1 - Norte,Não,Feminino,32,Parda,Sim,Ensino superior completo
1501006,PA,15,Aveiro,16421,3 - 10001 até 20000,1 - Norte,Sim,Masculino,53,Branca,Não,Ensino superior incompleto
1501105,PA,15,Bagre,31967,4 - 20001 até 50000,1 - Norte,Não,Masculino,41,Parda,Não,Ensino superior completo
1501204,PA,15,Baião,49454,4 - 20001 até 50000,1 - Norte,Não,Masculino,49,Parda,Não,Ensino superior completo
1501253,PA,15,Bannach,3239,1 - Até 5000,1 - Norte,Sim,Feminino,39,Parda,Não,Ensino médio (2º Grau) completo
1501303,PA,15,Barcarena,129333,6 - 100001 até 500000,1 - Norte,Não,Masculino,51,Parda,Não,Ensino superior incompleto
1501402,PA,15,Belém,1506420,7 - Maior que 500000,1 - Norte,Não,Masculino,64,Parda,Não,Doutorado
1501451,PA,15,Belterra,17944,3 - 10001 até 20000,1 - Norte,Sim,Masculino,46,Parda,Não,Especialização
1501501,PA,15,Benevides,64780,5 - 50001 até 100000,1 - Norte,Não,Feminino,42,Branca,Não,Ensino superior completo
1501576,PA,15,Bom Jesus do Tocantins,17254,3 - 10001 até 20000,1 - Norte,Sim,Masculino,49,Parda,Não,Ensino superior incompleto
1501600,PA,15,Bonito,16769,3 - 10001 até 20000,1 - Norte,Não,Masculino,44,Branca,Não,Ensino médio (2º Grau) completo
1501709,PA,15,Bragança,130122,6 - 100001 até 500000,1 - Norte,Sim,Masculino,75,Parda,Não,Ensino médio (2º Grau) completo
1501725,PA,15,Brasil Novo,14883,3 - 10001 até 20000,1 - Norte,Não,Masculino,41,Branca,Não,Ensino fundamental ( 1º Grau) completo
1501758,PA,15,Brejo Grande do Araguaia,7357,2 - 5001 até 10000,1 - Norte,Não,Masculino,39,Branca,Não,Ensino superior completo
1501782,PA,15,Breu Branco,68597,5 - 50001 até 100000,1 - Norte,Não,Masculino,35,Branca,Não,Ensino superior completo
1501808,PA,15,Breves,104280,6 - 100001 até 500000,1 - Norte,Não,Masculino,57,Parda,Não,Ensino superior incompleto
1501907,PA,15,Bujaru,29717,4 - 20001 até 50000,1 - Norte,Não,Masculino,42,Branca,Não,Ensino superior completo
1501956,PA,15,Cachoeira do Piriá,35307,4 - 20001 até 50000,1 - Norte,Não,Masculino,69,Branca,Sim,Ensino médio (2º Grau) completo
1502004,PA,15,Cachoeira do Arari,24355,4 - 20001 até 50000,1 - Norte,Não,Masculino,60,Parda,Não,Ensino médio (2º Grau) completo
1502103,PA,15,Cametá,140814,6 - 100001 até 500000,1 - Norte,Não,Masculino,30,Branca,Não,Ensino superior completo
1502152,PA,15,Canaã dos Carajás,39103,4 - 20001 até 50000,1 - Norte,Não,Feminino,51,Parda,Não,Especialização
1502202,PA,15,Capanema,69828,5 - 50001 até 100000,1 - Norte,Sim,Masculino,65,Parda,Não,Ensino superior completo
1502301,PA,15,Capitão Poço,54545,5 - 50001 até 100000,1 - Norte,Sim,Masculino,51,Parda,Sim,Ensino médio (2º Grau) completo
1502400,PA,15,Castanhal,205667,6 - 100001 até 500000,1 - Norte,Não,Masculino,78,Parda,Não,Ensino superior completo
1502509,PA,15,Chaves,24175,4 - 20001 até 50000,1 - Norte,Não,Masculino,56,Parda,Não,Ensino superior completo
1502608,PA,15,Colares,12175,3 - 10001 até 20000,1 - Norte,Não,Feminino,72,Parda,Não,Ensino médio (2º Grau) completo
1502707,PA,15,Conceição do Araguaia,48115,4 - 20001 até 50000,1 - Norte,Sim,Masculino,46,Branca,Não,Ensino médio (2º Grau) completo
1502756,PA,15,Concórdia do Pará,34236,4 - 20001 até 50000,1 - Norte,Sim,Masculino,54,Parda,Não,Ensino superior incompleto
1502764,PA,15,Cumaru do Norte,14044,3 - 10001 até 20000,1 - Norte,Não,Masculino,37,Branca,Não,Ensino médio (2º Grau) completo
1502772,PA,15,Curionópolis,17764,3 - 10001 até 20000,1 - Norte,Não,Feminino,35,Branca,Não,Ensino superior completo
1502806,PA,15,Curralinho,35530,4 - 20001 até 50000,1 - Norte,Não,Masculino,68,Parda,Não,Ensino superior incompleto
1502855,PA,15,Curuá,14776,3 - 10001 até 20000,1 - Norte,Não,Masculino,49,Parda,Não,Ensino médio (2º Grau) completo
1502905,PA,15,Curuçá,41093,4 - 20001 até 50000,1 - Norte,Sim,Masculino,43,Parda,Sim,Ensino superior incompleto
1502939,PA,15,Dom Eliseu,61206,5 - 50001 até 100000,1 - Norte,Não,Masculino,49,Parda,Não,Ensino médio (2º Grau) completo
1502954,PA,15,Eldorado do Carajás,34069,4 - 20001 até 50000,1 - Norte,Não,Feminino,41,Branca,Não,Ensino superior completo
1503002,PA,15,Faro,6949,2 - 5001 até 10000,1 - Norte,Não,Masculino,36,Parda,Não,Ensino superior completo
1503044,PA,15,Floresta do Araguaia,20742,4 - 20001 até 50000,1 - Norte,Não,Feminino,32,Parda,Sim,Ensino superior completo
1503077,PA,15,Garrafão do Norte,26155,4 - 20001 até 50000,1 - Norte,Sim,Feminino,55,Parda,Sim,Ensino médio (2º Grau) completo
1503093,PA,15,Goianésia do Pará,41678,4 - 20001 até 50000,1 - Norte,Não,Masculino,Não informou,Parda,Não,Ensino superior completo
1503101,PA,15,Gurupá,34127,4 - 20001 até 50000,1 - Norte,Sim,Masculino,40,Parda,Não,Ensino médio (2º Grau) completo
