CodMun,UF,Cod UF,Mun,Pop estimada 2021,Faixa_pop,Regiao,Mpeg02,Mpeg03,Mpeg04,Mpeg05,Mpeg051,Mpeg06
4321402,RS,43,Tenente Portela,13385,3 - 10001 até 20000,4 - Sul,Sim,Masculino,59,Branca,Não,Ensino superior completo
4321436,RS,43,Terra de Areia,11323,3 - 10001 até 20000,4 - Sul,Sim,Masculino,47,Branca,Não,Ensino superior completo
4321451,RS,43,Teutônia,34275,4 - 20001 até 50000,4 - Sul,Não,Masculino,61,Branca,Não,Mestrado
4321469,RS,43,Tio Hugo,3078,1 - Até 5000,4 - Sul,Sim,Masculino,39,Branca,Não,Ensino superior completo
4321477,RS,43,Tiradentes do Sul,5532,2 - 5001 até 10000,4 - Sul,Sim,Masculino,56,Branca,Não,Ensino fundamental (1º Grau) incompleto
4321493,RS,43,Toropi,2753,1 - Até 5000,4 - Sul,Sim,Masculino,63,Branca,Sim,Ensino superior completo
4321501,RS,43,Torres,39381,4 - 20001 até 50000,4 - Sul,Sim,Masculino,56,Branca,Não,Ensino superior completo
4321600,RS,43,Tramandaí,53507,5 - 50001 até 100000,4 - Sul,Sim,Masculino,63,Branca,Não,Ensino superior completo
4321626,RS,43,Travesseiro,2331,1 - Até 5000,4 - Sul,Não,Masculino,48,Branca,Não,Ensino fundamental (1º Grau) incompleto
4321634,RS,43,Três Arroios,2620,1 - Até 5000,4 - Sul,Não,Masculino,44,Branca,Não,Ensino fundamental (1º Grau) incompleto
4321667,RS,43,Três Cachoeiras,11174,3 - 10001 até 20000,4 - Sul,Sim,Masculino,55,Branca,Não,Ensino superior completo
4321709,RS,43,Três Coroas,28948,4 - 20001 até 50000,4 - Sul,Não,Masculino,65,Parda,Sim,Ensino médio (2º Grau) completo
4321808,RS,43,Três de Maio,23846,4 - 20001 até 50000,4 - Sul,Não,Masculino,34,Branca,Sim,Especialização
4321832,RS,43,Três Forquilhas,2643,1 - Até 5000,4 - Sul,Não,Feminino,50,Branca,Não,Ensino médio (2º Grau) completo
4321857,RS,43,Três Palmeiras,4232,1 - Até 5000,4 - Sul,Não,Masculino,55,Branca,Não,Ensino médio (2º Grau) completo
4321907,RS,43,Três Passos,23799,4 - 20001 até 50000,4 - Sul,Não,Masculino,48,Branca,Não,Ensino superior incompleto
4321956,RS,43,Trindade do Sul,5781,2 - 5001 até 10000,4 - Sul,Não,Masculino,60,Branca,Não,Ensino médio (2º Grau) incompleto
4322004,RS,43,Triunfo,30159,4 - 20001 até 50000,4 - Sul,Sim,Masculino,33,Branca,Não,Ensino superior completo
4322103,RS,43,Tucunduva,5612,2 - 5001 até 10000,4 - Sul,Não,Masculino,33,Branca,Não,Ensino superior completo
4322152,RS,43,Tunas,4585,1 - Até 5000,4 - Sul,Não,Masculino,54,Branca,Sim,Ensino fundamental ( 1º Grau) completo
4322186,RS,43,Tupanci do Sul,1447,1 - Até 5000,4 - Sul,Não,Masculino,47,Branca,Não,Ensino médio (2º Grau) completo
4322202,RS,43,Tupanciretã,24182,4 - 20001 até 50000,4 - Sul,Não,Masculino,53,Branca,Não,Mestrado
4322251,RS,43,Tupandi,5019,2 - 5001 até 10000,4 - Sul,Não,Masculino,75,Branca,Não,Ensino fundamental ( 1º Grau) completo
4322301,RS,43,Tuparendi,7730,2 - 5001 até 10000,4 - Sul,Sim,Masculino,56,Branca,Sim,Ensino superior completo
4322327,RS,43,Turuçu,3408,1 - Até 5000,4 - Sul,Não,Masculino,48,Branca,Não,Ensino médio (2º Grau) completo
4322343,RS,43,Ubiretama,1952,1 - Até 5000,4 - Sul,Não,Masculino,30,Branca,Não,Mestrado
4322350,RS,43,União da Serra,1084,1 - Até 5000,4 - Sul,Não,Masculino,38,Branca,Sim,Ensino superior completo
4322376,RS,43,Unistalda,2306,1 - Até 5000,4 - Sul,Não,Masculino,50,Branca,Sim,Ensino superior completo
4322400,RS,43,Uruguaiana,126766,6 - 100001 até 500000,4 - Sul,Sim,Masculino,38,Branca,Não,Ensino superior completo
4322509,RS,43,Vacaria,66916,5 - 50001 até 100000,4 - Sul,Sim,Masculino,60,Branca,Não,Ensino fundamental (1º Grau) incompleto
4322525,RS,43,Vale Verde,3531,1 - Até 5000,4 - Sul,Sim,Masculino,44,Branca,Sim,Ensino superior completo
4322533,RS,43,Vale do Sol,11873,3 - 10001 até 20000,4 - Sul,Sim,Masculino,35,Branca,Não,Ensino superior completo
4322541,RS,43,Vale Real,6046,2 - 5001 até 10000,4 - Sul,Não,Masculino,63,Branca,Sim,Ensino superior incompleto
4322558,RS,43,Vanini,2130,1 - Até 5000,4 - Sul,Sim,Masculino,39,Branca,Não,Ensino superior completo
4322608,RS,43,Venâncio Aires,72373,5 - 50001 até 100000,4 - Sul,Não,Masculino,46,Branca,Não,Ensino superior completo
4322707,RS,43,Vera Cruz,27325,4 - 20001 até 50000,4 - Sul,Não,Masculino,42,Branca,Sim,Ensino superior completo
4322806,RS,43,Veranópolis,26813,4 - 20001 até 50000,4 - Sul,Sim,Masculino,68,Branca,Não,Ensino superior completo
4322855,RS,43,Vespasiano Corrêa,1776,1 - Até 5000,4 - Sul,Não,Masculino,30,Branca,Não,Ensino superior completo
4322905,RS,43,Viadutos,4628,1 - Até 5000,4 - Sul,Sim,Masculino,53,Branca,Não,Ensino superior completo
4323002,RS,43,Viamão,257330,6 - 100001 até 500000,4 - Sul,Não,Masculino,60,Branca,Não,Mestrado
4323101,RS,43,Vicente Dutra,4530,1 - Até 5000,4 - Sul,Não,Masculino,64,Branca,Não,Ensino médio (2º Grau) completo
4323200,RS,43,Victor Graeff,2840,1 - Até 5000,4 - Sul,Não,Masculino,48,Branca,Não,Ensino médio (2º Grau) completo
4323309,RS,43,Vila Flores,3407,1 - Até 5000,4 - Sul,Não,Masculino,47,Branca,Não,Ensino superior incompleto
4323358,RS,43,Vila Lângaro,2070,1 - Até 5000,4 - Sul,Não,Masculino,58,Branca,Sim,Ensino médio (2º Grau) completo
4323408,RS,43,Vila Maria,4368,1 - Até 5000,4 - Sul,Sim,Masculino,33,Branca,Não,Ensino superior completo
4323457,RS,43,Vila Nova do Sul,4274,1 - Até 5000,4 - Sul,Não,Masculino,60,Branca,Não,Ensino médio (2º Grau) incompleto
4323507,RS,43,Vista Alegre,2726,1 - Até 5000,4 - Sul,Não,Masculino,49,Branca,Não,Ensino médio (2º Grau) completo
4323606,RS,43,Vista Alegre do Prata,1553,1 - Até 5000,4 - Sul,Sim,Masculino,47,Branca,Não,Ensino médio (2º Grau) completo
4323705,RS,43,Vista Gaúcha,2858,1 - Até 5000,4 - Sul,Sim,Masculino,62,Branca,Não,Ensino superior completo
4323754,RS,43,Vitória das Missões,3052,1 - Até 5000,4 - Sul,Não,Masculino,46,Branca,Não,Ensino superior completo
4323770,RS,43,Westfália,3046,1 - Até 5000,4 - Sul,Não,Masculino,50,Branca,Não,Ensino médio (2º Grau) completo
4323804,RS,43,Xangri-lá,17126,3 - 10001 até 20000,4 - Sul,Não,Masculino,54,Branca,Não,Ensino superior completo
5000203,MS,50,Água Clara,16025,3 - 10001 até 20000,5 - Centro-Oeste,Não,Feminino,50,Branca,Não,Especialização
5000252,MS,50,Alcinópolis,5489,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,48,Branca,Não,Ensino médio (2º Grau) incompleto
5000609,MS,50,Amambai,40247,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,47,Branca,Sim,Especialização
5000708,MS,50,Anastácio,25336,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,57,Branca,Não,Ensino superior completo
5000807,MS,50,Anaurilândia,9116,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,61,Branca,Não,Ensino superior completo
5000856,MS,50,Angélica,11081,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,51,Parda,Não,Ensino médio (2º Grau) completo
5000906,MS,50,Antônio João,9082,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,39,Preta,Não,Ensino superior completo
5001003,MS,50,Aparecida do Taboado,26386,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,30,Branca,Não,Ensino superior completo
5001102,MS,50,Aquidauana,48184,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,44,Branca,Não,Ensino superior incompleto
5001243,MS,50,Aral Moreira,12511,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,45,Branca,Não,Ensino superior completo
5001508,MS,50,Bandeirantes,7281,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,47,Branca,Não,Ensino médio (2º Grau) completo
5001904,MS,50,Bataguassu,23620,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,83,Amarela,Não,Ensino superior completo
5002001,MS,50,Batayporã,11368,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,31,Branca,Não,Ensino superior incompleto
5002100,MS,50,Bela Vista,24842,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,51,Branca,Não,Ensino superior completo
5002159,MS,50,Bodoquena,7802,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,60,Branca,Não,Ensino superior completo
5002209,MS,50,Bonito,22401,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,51,Branca,Não,Ensino médio (2º Grau) incompleto
5002308,MS,50,Brasilândia,11835,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,61,Branca,Não,Especialização
5002407,MS,50,Caarapó,31005,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,42,Branca,Não,Ensino superior completo
5002605,MS,50,Camapuã,13675,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,50,Branca,Não,Ensino superior completo
5002704,MS,50,Campo Grande,916001,7 - Maior que 500000,5 - Centro-Oeste,Sim,Masculino,57,Branca,Não,Especialização
5002803,MS,50,Caracol,6247,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,62,Branca,Sim,Ensino superior incompleto
5002902,MS,50,Cassilândia,22063,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,74,Branca,Não,Ensino médio (2º Grau) completo
5002951,MS,50,Chapadão do Sul,26499,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,60,Branca,Não,Ensino superior completo
5003108,MS,50,Corguinho,6158,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Feminino,40,Branca,Sim,Especialização
5003157,MS,50,Coronel Sapucaia,15449,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,63,Branca,Não,Ensino fundamental (1º Grau) incompleto
5003207,MS,50,Corumbá,112669,6 - 100001 até 500000,5 - Centro-Oeste,Sim,Masculino,50,Branca,Não,Ensino superior completo
5003256,MS,50,Costa Rica,21456,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,50,Branca,Não,Especialização
5003306,MS,50,Coxim,33547,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,53,Branca,Não,Ensino superior completo
5003454,MS,50,Deodápolis,13043,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,67,Branca,Não,Ensino médio (2º Grau) completo
5003488,MS,50,Dois Irmãos do Buriti,11547,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,Não informou,Parda,Não,Ensino superior completo
5003504,MS,50,Douradina,6025,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,42,Branca,Não,Ensino superior completo
5003702,MS,50,Dourados,227990,6 - 100001 até 500000,5 - Centro-Oeste,Não,Masculino,36,Branca,Não,Especialização
5003751,MS,50,Eldorado,12447,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,50,Preta,Não,Ensino superior completo
5003801,MS,50,Fátima do Sul,19152,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Feminino,72,Branca,Não,Ensino superior completo
5003900,MS,50,Figueirão,3066,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,69,Branca,Não,Ensino superior completo
5004007,MS,50,Glória de Dourados,9934,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,52,Parda,Não,Ensino superior completo
5004106,MS,50,Guia Lopes da Laguna,9754,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,63,Branca,Não,Ensino superior incompleto
5004304,MS,50,Iguatemi,16273,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,70,Branca,Sim,Ensino superior completo
5004403,MS,50,Inocência,7566,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,64,Branca,Não,Ensino médio (2º Grau) completo
5004502,MS,50,Itaporã,25478,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,62,Branca,Não,Ensino médio (2º Grau) completo
5004601,MS,50,Itaquiraí,21604,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,31,Branca,Não,Ensino superior completo
5004700,MS,50,Ivinhema,23277,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,38,Branca,Não,Ensino fundamental (1º Grau) incompleto
5004809,MS,50,Japorã,9372,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,51,Branca,Não,Ensino superior completo
5004908,MS,50,Jaraguari,7342,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,58,Branca,Não,Ensino superior completo
5005004,MS,50,Jardim,26375,4 - 20001 até 50000,5 - Centro-Oeste,Não,Feminino,43,Branca,Sim,Doutorado
5005103,MS,50,Jateí,4015,1 - Até 5000,5 - Centro-Oeste,Sim,Masculino,69,Branca,Não,Ensino superior completo
5005152,MS,50,Juti,6861,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,55,Branca,Não,Ensino superior completo
5005202,MS,50,Ladário,24040,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,52,Parda,Não,Mestrado
5005251,MS,50,Laguna Carapã,7496,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,61,Branca,Não,Ensino médio (2º Grau) completo
5005400,MS,50,Maracaju,48944,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,54,Branca,Não,Ensino superior completo
5005608,MS,50,Miranda,28423,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,36,Branca,Não,Ensino superior incompleto
5005681,MS,50,Mundo Novo,18578,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,67,Branca,Não,Ensino superior completo
5005707,MS,50,Naviraí,56484,5 - 50001 até 100000,5 - Centro-Oeste,Não,Feminino,34,Branca,Não,Especialização
5005806,MS,50,Nioaque,13794,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,38,Branca,Não,Especialização
5006002,MS,50,Nova Alvorada do Sul,22967,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,46,Branca,Não,Ensino superior completo
5006200,MS,50,Nova Andradina,56057,5 - 50001 até 100000,5 - Centro-Oeste,Sim,Masculino,68,Branca,Não,Ensino superior completo
5006259,MS,50,Novo Horizonte do Sul,3556,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,45,Branca,Não,Especialização
5006275,MS,50,Paraíso das Águas,5751,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,59,Parda,Não,Ensino médio (2º Grau) completo
5006309,MS,50,Paranaíba,42401,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,39,Branca,Sim,Ensino superior completo
5006358,MS,50,Paranhos,14576,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,52,Branca,Não,Ensino superior completo
5006408,MS,50,Pedro Gomes,7568,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,53,Branca,Não,Ensino superior completo
5006606,MS,50,Ponta Porã,95320,5 - 50001 até 100000,5 - Centro-Oeste,Sim,Masculino,60,Branca,Sim,Ensino superior completo
5006903,MS,50,Porto Murtinho,17460,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,73,Parda,Sim,Ensino médio (2º Grau) completo
5007109,MS,50,Ribas do Rio Pardo,25310,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,58,Branca,Não,Doutorado
5007208,MS,50,Rio Brilhante,38844,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,26,Branca,Não,Ensino superior completo
5007307,MS,50,Rio Negro,4758,1 - Até 5000,5 - Centro-Oeste,Sim,Masculino,43,Parda,Não,Ensino superior completo
5007406,MS,50,Rio Verde de Mato Grosso,20025,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,76,Branca,Não,Ensino superior incompleto
5007505,MS,50,Rochedo,5120,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,51,Branca,Não,Ensino médio (2º Grau) completo
5007554,MS,50,Santa Rita do Pardo,7948,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,37,Branca,Não,Ensino superior completo
5007695,MS,50,São Gabriel do Oeste,27660,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,48,Branca,Não,Ensino superior completo
5007703,MS,50,Sete Quedas,10751,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,61,Branca,Não,Ensino médio (2º Grau) completo
5007802,MS,50,Selvíria,6555,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,46,Parda,Não,Especialização
5007901,MS,50,Sidrolândia,60792,5 - 50001 até 100000,5 - Centro-Oeste,Não,Feminino,54,Branca,Sim,Ensino superior incompleto
5007935,MS,50,Sonora,20158,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,54,Branca,Não,Ensino médio (2º Grau) completo
5007950,MS,50,Tacuru,11795,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,38,Branca,Não,Ensino médio (2º Grau) completo
5007976,MS,50,Taquarussu,3588,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,55,Parda,Sim,Ensino superior completo
5008008,MS,50,Terenos,22721,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,34,Branca,Não,Especialização
5008305,MS,50,Três Lagoas,125137,6 - 100001 até 500000,5 - Centro-Oeste,Sim,Masculino,53,Branca,Não,Ensino fundamental ( 1º Grau) completo
5008404,MS,50,Vicentina,6115,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,44,Branca,Não,Ensino superior completo
5100102,MT,51,Acorizal,5309,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,35,Branca,Não,Ensino superior completo
5100201,MT,51,Água Boa,26679,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,44,Branca,Não,Especialização
5100250,MT,51,Alta Floresta,52105,5 - 50001 até 100000,5 - Centro-Oeste,Não,Masculino,56,Branca,Não,Ensino fundamental (1º Grau) incompleto
5100300,MT,51,Alto Araguaia,19714,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,37,Parda,Não,Ensino superior completo
5100359,MT,51,Alto Boa Vista,7092,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,54,Branca,Não,Especialização
5100409,MT,51,Alto Garças,12323,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,57,Branca,Não,Ensino superior completo
5100508,MT,51,Alto Paraguai,11587,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,48,Parda,Não,Ensino superior completo
5100607,MT,51,Alto Taquari,11413,3 - 10001 até 20000,5 - Centro-Oeste,Não,Feminino,61,Branca,Não,Ensino superior completo
5100805,MT,51,Apiacás,10431,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,46,Branca,Não,Ensino médio (2º Grau) completo
5101001,MT,51,Araguaiana,3064,1 - Até 5000,5 - Centro-Oeste,Sim,Masculino,48,Branca,Não,Ensino superior completo
5101209,MT,51,Araguainha,909,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,47,Branca,Não,Ensino superior completo
5101258,MT,51,Araputanga,17078,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,51,Branca,Não,Ensino médio (2º Grau) completo
5101308,MT,51,Arenápolis,9399,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,47,Parda,Sim,Ensino médio (2º Grau) completo
5101407,MT,51,Aripuanã,23067,4 - 20001 até 50000,5 - Centro-Oeste,Não,Feminino,57,Parda,Não,Ensino superior completo
5101605,MT,51,Barão de Melgaço,8165,2 - 5001 até 10000,5 - Centro-Oeste,Não,Feminino,49,Parda,Não,Ensino superior completo
5101704,MT,51,Barra do Bugres,35642,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,45,Branca,Sim,Ensino superior completo
5101803,MT,51,Barra do Garças,61702,5 - 50001 até 100000,5 - Centro-Oeste,Não,Masculino,57,Branca,Não,Ensino superior completo
5101852,MT,51,Bom Jesus do Araguaia,6830,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,46,Branca,Não,Ensino fundamental ( 1º Grau) completo
5101902,MT,51,Brasnorte,20571,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,40,Branca,Não,Ensino médio (2º Grau) completo
5102504,MT,51,Cáceres,95339,5 - 50001 até 100000,5 - Centro-Oeste,Não,Feminino,53,Parda,Não,Especialização
5102603,MT,51,Campinápolis,16223,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,50,Branca,Não,Ensino fundamental (1º Grau) incompleto
5102637,MT,51,Campo Novo do Parecis,36917,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,43,Branca,Sim,Ensino superior completo
5102678,MT,51,Campo Verde,44033,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,42,Branca,Não,Ensino superior incompleto
5102686,MT,51,Campos de Júlio,7245,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,54,Amarela,Sim,Ensino superior completo
5102694,MT,51,Canabrava do Norte,4711,1 - Até 5000,5 - Centro-Oeste,Sim,Masculino,35,Branca,Sim,Ensino superior completo
5102702,MT,51,Canarana,22101,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,41,Branca,Não,Ensino superior completo
5102793,MT,51,Carlinda,10094,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Feminino,45,Branca,Sim,Ensino superior incompleto
5102850,MT,51,Castanheira,8782,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,43,Parda,Não,Ensino superior incompleto
5103007,MT,51,Chapada dos Guimarães,22521,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,64,Branca,Não,Ensino superior completo
5103056,MT,51,Cláudia,12338,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,60,Branca,Não,Ensino superior completo
5103106,MT,51,Cocalinho,5716,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,36,Parda,Não,Ensino superior completo
5103205,MT,51,Colíder,33855,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,32,Branca,Sim,Ensino superior completo
5103254,MT,51,Colniza,41117,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,49,Parda,Sim,Ensino médio (2º Grau) completo
5103304,MT,51,Comodoro,21249,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,56,Parda,Sim,Especialização
5103353,MT,51,Confresa,32076,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,49,Parda,Não,Ensino superior completo
5103361,MT,51,Conquista DOeste,4163,1 - Até 5000,5 - Centro-Oeste,Sim,Feminino,47,Branca,Não,Ensino superior completo
5103379,MT,51,Cotriguaçu,20717,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,59,Branca,Não,Ensino fundamental ( 1º Grau) completo
5103403,MT,51,Cuiabá,623614,7 - Maior que 500000,5 - Centro-Oeste,Sim,Masculino,56,Parda,Não,Ensino superior completo
5103437,MT,51,Curvelândia,5267,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,54,Branca,Não,Ensino médio (2º Grau) completo
5103452,MT,51,Denise,9626,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,43,Parda,Não,Ensino médio (2º Grau) completo
5103502,MT,51,Diamantino,22311,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,58,Branca,Não,Especialização
5103601,MT,51,Dom Aquino,8087,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,49,Branca,Não,Ensino superior completo
5103700,MT,51,Feliz Natal,14847,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,50,Branca,Não,Ensino médio (2º Grau) completo
5103809,MT,51,Figueirópolis DOeste,3411,1 - Até 5000,5 - Centro-Oeste,Sim,Masculino,52,Parda,Sim,Ensino fundamental ( 1º Grau) completo
5103858,MT,51,Gaúcha do Norte,7913,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,55,Branca,Não,Ensino médio (2º Grau) completo
5103908,MT,51,General Carneiro,5726,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,47,Parda,Não,Ensino médio (2º Grau) completo
5103957,MT,51,Glória DOeste,2990,1 - Até 5000,5 - Centro-Oeste,Não,Feminino,38,Branca,Não,Especialização
5104104,MT,51,Guarantã do Norte,36439,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,42,Branca,Não,Especialização
5104203,MT,51,Guiratinga,15740,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,62,Branca,Não,Ensino médio (2º Grau) completo
5104500,MT,51,Indiavaí,2806,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,50,Parda,Não,Ensino médio (2º Grau) completo
5104526,MT,51,Ipiranga do Norte,8182,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,58,Branca,Sim,Ensino médio (2º Grau) completo
5104542,MT,51,Itanhangá,7030,2 - 5001 até 10000,5 - Centro-Oeste,Sim,Masculino,40,Branca,Sim,Ensino superior completo
5104559,MT,51,Itaúba,3609,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,43,Parda,Não,Ensino médio (2º Grau) completo
5104609,MT,51,Itiquira,13727,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,42,Branca,Não,Ensino superior completo
5104807,MT,51,Jaciara,27696,4 - 20001 até 50000,5 - Centro-Oeste,Não,Feminino,46,Branca,Não,Ensino superior completo
5104906,MT,51,Jangada,8420,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,26,Parda,Não,Ensino médio (2º Grau) completo
5105002,MT,51,Jauru,8377,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,40,Branca,Sim,Ensino fundamental ( 1º Grau) completo
5105101,MT,51,Juara,35275,4 - 20001 até 50000,5 - Centro-Oeste,Sim,Masculino,60,Branca,Não,Ensino superior incompleto
5105150,MT,51,Juína,41190,4 - 20001 até 50000,5 - Centro-Oeste,Não,Masculino,40,Branca,Não,Ensino superior completo
5105176,MT,51,Juruena,16811,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,53,Parda,Sim,Ensino fundamental ( 1º Grau) completo
5105200,MT,51,Juscimeira,11124,3 - 10001 até 20000,5 - Centro-Oeste,Sim,Masculino,50,Preta,Não,Ensino superior incompleto
5105234,MT,51,Lambari DOeste,6246,2 - 5001 até 10000,5 - Centro-Oeste,Não,Masculino,37,Preta,Não,Ensino superior completo
5105259,MT,51,Lucas do Rio Verde,69671,5 - 50001 até 100000,5 - Centro-Oeste,Não,Masculino,58,Parda,Não,Ensino superior completo
5105309,MT,51,Luciara,2036,1 - Até 5000,5 - Centro-Oeste,Não,Masculino,58,Branca,Não,Ensino médio (2º Grau) completo
5105507,MT,51,Vila Bela da Santíssima Trindade,16412,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,62,Branca,Não,Ensino superior completo
5105580,MT,51,Marcelândia,10107,3 - 10001 até 20000,5 - Centro-Oeste,Não,Masculino,58,Branca,Não,Ensino médio (2º Grau) incompleto
